Index,MWh,Hora,Month,Year,Day
2008-01-01 00:00:00,532.64,00:00,January,2008,Tuesday
2008-01-01 01:00:00,815.78,01:00,January,2008,Tuesday
2008-01-01 02:00:00,666.76,02:00,January,2008,Tuesday
2008-01-01 03:00:00,594.63,03:00,January,2008,Tuesday
2008-01-01 04:00:00,557.52,04:00,January,2008,Tuesday
2008-01-01 05:00:00,531.92,05:00,January,2008,Tuesday
2008-01-01 06:00:00,544.62,06:00,January,2008,Tuesday
2008-01-01 07:00:00,481.78,07:00,January,2008,Tuesday
2008-01-01 08:00:00,519.33,08:00,January,2008,Tuesday
2008-01-01 09:00:00,567.65,09:00,January,2008,Tuesday
2008-01-01 10:00:00,625.54,10:00,January,2008,Tuesday
2008-01-01 11:00:00,647.95,11:00,January,2008,Tuesday
2008-01-01 12:00:00,662.48,12:00,January,2008,Tuesday
2008-01-01 13:00:00,656.4,13:00,January,2008,Tuesday
2008-01-01 14:00:00,640.01,14:00,January,2008,Tuesday
2008-01-01 15:00:00,622.92,15:00,January,2008,Tuesday
2008-01-01 16:00:00,615.56,16:00,January,2008,Tuesday
2008-01-01 17:00:00,644.84,17:00,January,2008,Tuesday
2008-01-01 18:00:00,918.05,18:00,January,2008,Tuesday
2008-01-01 19:00:00,1090.57,19:00,January,2008,Tuesday
2008-01-01 20:00:00,1046.22,20:00,January,2008,Tuesday
2008-01-01 21:00:00,928.19,21:00,January,2008,Tuesday
2008-01-01 22:00:00,748.24,22:00,January,2008,Tuesday
2008-01-01 23:00:00,623.71,23:00,January,2008,Tuesday
2008-01-02 00:00:00,,00:00,January,2008,Wednesday
2008-01-02 01:00:00,,01:00,January,2008,Wednesday
2008-01-02 02:00:00,,02:00,January,2008,Wednesday
2008-01-02 03:00:00,,03:00,January,2008,Wednesday
2008-01-02 04:00:00,,04:00,January,2008,Wednesday
2008-01-02 05:00:00,,05:00,January,2008,Wednesday
2008-01-02 06:00:00,,06:00,January,2008,Wednesday
2008-01-02 07:00:00,,07:00,January,2008,Wednesday
2008-01-02 08:00:00,,08:00,January,2008,Wednesday
2008-01-02 09:00:00,,09:00,January,2008,Wednesday
2008-01-02 10:00:00,,10:00,January,2008,Wednesday
2008-01-02 11:00:00,,11:00,January,2008,Wednesday
2008-01-02 12:00:00,,12:00,January,2008,Wednesday
2008-01-02 13:00:00,,13:00,January,2008,Wednesday
2008-01-02 14:00:00,,14:00,January,2008,Wednesday
2008-01-02 15:00:00,,15:00,January,2008,Wednesday
2008-01-02 16:00:00,,16:00,January,2008,Wednesday
2008-01-02 17:00:00,,17:00,January,2008,Wednesday
2008-01-02 18:00:00,,18:00,January,2008,Wednesday
2008-01-02 19:00:00,,19:00,January,2008,Wednesday
2008-01-02 20:00:00,,20:00,January,2008,Wednesday
2008-01-02 21:00:00,,21:00,January,2008,Wednesday
2008-01-02 22:00:00,,22:00,January,2008,Wednesday
2008-01-02 23:00:00,,23:00,January,2008,Wednesday
2008-01-03 00:00:00,595.9,00:00,January,2008,Thursday
2008-01-03 01:00:00,501.85,01:00,January,2008,Thursday
2008-01-03 02:00:00,488.71,02:00,January,2008,Thursday
2008-01-03 03:00:00,386.54,03:00,January,2008,Thursday
2008-01-03 04:00:00,456.01,04:00,January,2008,Thursday
2008-01-03 05:00:00,501.99,05:00,January,2008,Thursday
2008-01-03 06:00:00,591.44,06:00,January,2008,Thursday
2008-01-03 07:00:00,642.1,07:00,January,2008,Thursday
2008-01-03 08:00:00,751.18,08:00,January,2008,Thursday
2008-01-03 09:00:00,800.16,09:00,January,2008,Thursday
2008-01-03 10:00:00,833.29,10:00,January,2008,Thursday
2008-01-03 11:00:00,875.46,11:00,January,2008,Thursday
2008-01-03 12:00:00,855.92,12:00,January,2008,Thursday
2008-01-03 13:00:00,848.49,13:00,January,2008,Thursday
2008-01-03 14:00:00,848.82,14:00,January,2008,Thursday
2008-01-03 15:00:00,853.32,15:00,January,2008,Thursday
2008-01-03 16:00:00,845.59,16:00,January,2008,Thursday
2008-01-03 17:00:00,840.51,17:00,January,2008,Thursday
2008-01-03 18:00:00,957.99,18:00,January,2008,Thursday
2008-01-03 19:00:00,1139.88,19:00,January,2008,Thursday
2008-01-03 20:00:00,1076.75,20:00,January,2008,Thursday
2008-01-03 21:00:00,998.5,21:00,January,2008,Thursday
2008-01-03 22:00:00,813.89,22:00,January,2008,Thursday
2008-01-03 23:00:00,661.15,23:00,January,2008,Thursday
2008-01-04 00:00:00,635.58,00:00,January,2008,Friday
2008-01-04 01:00:00,575.5,01:00,January,2008,Friday
