Index,Potencia,Hour,Date,Month,Year,Day,Day (Spanish),Tecnología
2024-01-28 22:00:00,-184.87,22:00,2024-01-28,January,2024,Sunday,Domingo,Exportación
2024-01-28 23:00:00,-206.07,23:00,2024-01-28,January,2024,Sunday,Domingo,Exportación
2024-01-29 00:00:00,-203.35,00:00,2024-01-29,January,2024,Monday,Lunes,Exportación
2024-01-29 01:00:00,-207.06,01:00,2024-01-29,January,2024,Monday,Lunes,Exportación
2024-01-29 02:00:00,-149.98,02:00,2024-01-29,January,2024,Monday,Lunes,Exportación
2024-01-29 03:00:00,-171.38,03:00,2024-01-29,January,2024,Monday,Lunes,Exportación
2024-01-29 04:00:00,-131.13,04:00,2024-01-29,January,2024,Monday,Lunes,Exportación
2024-01-29 05:00:00,-165.95,05:00,2024-01-29,January,2024,Monday,Lunes,Exportación
2024-01-29 06:00:00,-189.06,06:00,2024-01-29,January,2024,Monday,Lunes,Exportación
2024-01-29 07:00:00,-154.84,07:00,2024-01-29,January,2024,Monday,Lunes,Exportación
2024-01-29 08:00:00,-167.45,08:00,2024-01-29,January,2024,Monday,Lunes,Exportación
2024-01-29 09:00:00,-146.74,09:00,2024-01-29,January,2024,Monday,Lunes,Exportación
2024-01-29 10:00:00,-147.78,10:00,2024-01-29,January,2024,Monday,Lunes,Exportación
2024-01-29 11:00:00,-139.03,11:00,2024-01-29,January,2024,Monday,Lunes,Exportación
2024-01-29 12:00:00,-148.39,12:00,2024-01-29,January,2024,Monday,Lunes,Exportación
2024-01-29 13:00:00,-121.21,13:00,2024-01-29,January,2024,Monday,Lunes,Exportación
2024-01-29 14:00:00,-121.2,14:00,2024-01-29,January,2024,Monday,Lunes,Exportación
2024-01-29 15:00:00,-155.14,15:00,2024-01-29,January,2024,Monday,Lunes,Exportación
2024-01-29 16:00:00,-91.38,16:00,2024-01-29,January,2024,Monday,Lunes,Exportación
2024-01-29 17:00:00,-154.53,17:00,2024-01-29,January,2024,Monday,Lunes,Exportación
2024-01-29 18:00:00,-106.75,18:00,2024-01-29,January,2024,Monday,Lunes,Exportación
2024-01-29 19:00:00,-102.75,19:00,2024-01-29,January,2024,Monday,Lunes,Exportación
2024-01-29 20:00:00,-100.2,20:00,2024-01-29,January,2024,Monday,Lunes,Exportación
2024-01-29 21:00:00,-132.75,21:00,2024-01-29,January,2024,Monday,Lunes,Exportación
2024-01-29 22:00:00,-233.59,22:00,2024-01-29,January,2024,Monday,Lunes,Exportación
2024-01-29 23:00:00,-239.61,23:00,2024-01-29,January,2024,Monday,Lunes,Exportación
2024-01-30 00:00:00,-189.34,00:00,2024-01-30,January,2024,Tuesday,Martes,Exportación
2024-01-30 01:00:00,-218.51,01:00,2024-01-30,January,2024,Tuesday,Martes,Exportación
2024-01-30 02:00:00,-211.03,02:00,2024-01-30,January,2024,Tuesday,Martes,Exportación
2024-01-30 03:00:00,-220.78,03:00,2024-01-30,January,2024,Tuesday,Martes,Exportación
2024-01-30 04:00:00,-251.18,04:00,2024-01-30,January,2024,Tuesday,Martes,Exportación
2024-01-30 05:00:00,-409.32,05:00,2024-01-30,January,2024,Tuesday,Martes,Exportación
2024-01-30 06:00:00,-145.19,06:00,2024-01-30,January,2024,Tuesday,Martes,Exportación
2024-01-30 07:00:00,-150.69,07:00,2024-01-30,January,2024,Tuesday,Martes,Exportación
2024-01-30 08:00:00,-184.46,08:00,2024-01-30,January,2024,Tuesday,Martes,Exportación
2024-01-30 09:00:00,-158.59,09:00,2024-01-30,January,2024,Tuesday,Martes,Exportación
2024-01-30 10:00:00,-177.57,10:00,2024-01-30,January,2024,Tuesday,Martes,Exportación
2024-01-30 11:00:00,-182.66,11:00,2024-01-30,January,2024,Tuesday,Martes,Exportación
2024-01-30 12:00:00,-125.91,12:00,2024-01-30,January,2024,Tuesday,Martes,Exportación
2024-01-30 13:00:00,-23.45,13:00,2024-01-30,January,2024,Tuesday,Martes,Exportación
2024-01-30 14:00:00,-124.94,14:00,2024-01-30,January,2024,Tuesday,Martes,Exportación
2024-01-30 15:00:00,-109.66,15:00,2024-01-30,January,2024,Tuesday,Martes,Exportación
2024-01-30 16:00:00,-142.53,16:00,2024-01-30,January,2024,Tuesday,Martes,Exportación
2024-01-30 17:00:00,-157.87,17:00,2024-01-30,January,2024,Tuesday,Martes,Exportación
2024-01-30 18:00:00,-115.17,18:00,2024-01-30,January,2024,Tuesday,Martes,Exportación
2024-01-30 19:00:00,-113.48,19:00,2024-01-30,January,2024,Tuesday,Martes,Exportación
2024-01-30 20:00:00,-118.11,20:00,2024-01-30,January,2024,Tuesday,Martes,Exportación
2024-01-30 21:00:00,-134.92,21:00,2024-01-30,January,2024,Tuesday,Martes,Exportación
2024-01-30 22:00:00,-200.85,22:00,2024-01-30,January,2024,Tuesday,Martes,Exportación
2024-01-30 23:00:00,-216.93,23:00,2024-01-30,January,2024,Tuesday,Martes,Exportación
2024-01-31 00:00:00,-229.65,00:00,2024-01-31,January,2024,Wednesday,Miércoles,Exportación
2024-01-31 01:00:00,-237.04,01:00,2024-01-31,January,2024,Wednesday,Miércoles,Exportación
2024-01-31 02:00:00,-277.7,02:00,2024-01-31,January,2024,Wednesday,Miércoles,Exportación
2024-01-31 03:00:00,-247.51,03:00,2024-01-31,January,2024,Wednesday,Miércoles,Exportación
2024-01-31 04:00:00,-224.12,04:00,2024-01-31,January,2024,Wednesday,Miércoles,Exportación
2024-01-31 05:00:00,-275.24,05:00,2024-01-31,January,2024,Wednesday,Miércoles,Exportación
2024-01-31 06:00:00,-178.99,06:00,2024-01-31,January,2024,Wednesday,Miércoles,Exportación
2024-01-31 07:00:00,-189.23,07:00,2024-01-31,January,2024,Wednesday,Miércoles,Exportación
2024-01-31 08:00:00,-185.05,08:00,2024-01-31,January,2024,Wednesday,Miércoles,Exportación
2024-01-31 09:00:00,-143.99,09:00,2024-01-31,January,2024,Wednesday,Miércoles,Exportación
2024-01-31 10:00:00,-195.82,10:00,2024-01-31,January,2024,Wednesday,Miércoles,Exportación
2024-01-31 11:00:00,-169.44,11:00,2024-01-31,January,2024,Wednesday,Miércoles,Exportación
2024-01-31 12:00:00,-160.79,12:00,2024-01-31,January,2024,Wednesday,Miércoles,Exportación
2024-01-31 13:00:00,-170.56,13:00,2024-01-31,January,2024,Wednesday,Miércoles,Exportación
2024-01-31 14:00:00,-142.14,14:00,2024-01-31,January,2024,Wednesday,Miércoles,Exportación
2024-01-31 15:00:00,-197.1,15:00,2024-01-31,January,2024,Wednesday,Miércoles,Exportación
2024-01-31 16:00:00,-156.13,16:00,2024-01-31,January,2024,Wednesday,Miércoles,Exportación
2024-01-31 17:00:00,-143.21,17:00,2024-01-31,January,2024,Wednesday,Miércoles,Exportación
2024-01-31 18:00:00,-113.15,18:00,2024-01-31,January,2024,Wednesday,Miércoles,Exportación
2024-01-31 19:00:00,-132.85,19:00,2024-01-31,January,2024,Wednesday,Miércoles,Exportación
2024-01-31 20:00:00,-126.36,20:00,2024-01-31,January,2024,Wednesday,Miércoles,Exportación
2024-01-31 21:00:00,-147.47,21:00,2024-01-31,January,2024,Wednesday,Miércoles,Exportación
2024-01-31 22:00:00,-255.3,22:00,2024-01-31,January,2024,Wednesday,Miércoles,Exportación
2024-01-31 23:00:00,-254.42,23:00,2024-01-31,January,2024,Wednesday,Miércoles,Exportación
2024-02-01 00:00:00,-196.28,00:00,2024-02-01,February,2024,Thursday,Jueves,Exportación
2024-02-01 01:00:00,-176.05,01:00,2024-02-01,February,2024,Thursday,Jueves,Exportación
2024-02-01 02:00:00,-159.68,02:00,2024-02-01,February,2024,Thursday,Jueves,Exportación
2024-02-01 03:00:00,-190.9,03:00,2024-02-01,February,2024,Thursday,Jueves,Exportación
2024-02-01 04:00:00,-209.84,04:00,2024-02-01,February,2024,Thursday,Jueves,Exportación
2024-02-01 05:00:00,-203.58,05:00,2024-02-01,February,2024,Thursday,Jueves,Exportación
2024-02-01 06:00:00,-199.26,06:00,2024-02-01,February,2024,Thursday,Jueves,Exportación
2024-02-01 07:00:00,-148.06,07:00,2024-02-01,February,2024,Thursday,Jueves,Exportación
2024-02-01 08:00:00,-134.35,08:00,2024-02-01,February,2024,Thursday,Jueves,Exportación
2024-02-01 09:00:00,-140.54,09:00,2024-02-01,February,2024,Thursday,Jueves,Exportación
2024-02-01 10:00:00,-174.33,10:00,2024-02-01,February,2024,Thursday,Jueves,Exportación
2024-02-01 11:00:00,-160.35,11:00,2024-02-01,February,2024,Thursday,Jueves,Exportación
2024-02-01 12:00:00,-132.8,12:00,2024-02-01,February,2024,Thursday,Jueves,Exportación
2024-02-01 13:00:00,-153.87,13:00,2024-02-01,February,2024,Thursday,Jueves,Exportación
2024-02-01 14:00:00,-155.59,14:00,2024-02-01,February,2024,Thursday,Jueves,Exportación
2024-02-01 15:00:00,-183.72,15:00,2024-02-01,February,2024,Thursday,Jueves,Exportación
2024-02-01 16:00:00,-112.04,16:00,2024-02-01,February,2024,Thursday,Jueves,Exportación
2024-02-01 17:00:00,-144.76,17:00,2024-02-01,February,2024,Thursday,Jueves,Exportación
2024-02-01 18:00:00,-120.53,18:00,2024-02-01,February,2024,Thursday,Jueves,Exportación
2024-02-01 19:00:00,-124.22,19:00,2024-02-01,February,2024,Thursday,Jueves,Exportación
2024-02-01 20:00:00,-121.51,20:00,2024-02-01,February,2024,Thursday,Jueves,Exportación
2024-02-01 21:00:00,-142.58,21:00,2024-02-01,February,2024,Thursday,Jueves,Exportación
2024-02-01 22:00:00,-222.03,22:00,2024-02-01,February,2024,Thursday,Jueves,Exportación
2024-02-01 23:00:00,-220.15,23:00,2024-02-01,February,2024,Thursday,Jueves,Exportación
2024-02-02 00:00:00,-237.43,00:00,2024-02-02,February,2024,Friday,Viernes,Exportación
2024-02-02 01:00:00,-222.82,01:00,2024-02-02,February,2024,Friday,Viernes,Exportación
2024-02-02 02:00:00,-181.05,02:00,2024-02-02,February,2024,Friday,Viernes,Exportación
2024-02-02 03:00:00,-212.93,03:00,2024-02-02,February,2024,Friday,Viernes,Exportación
2024-02-02 04:00:00,-231.29,04:00,2024-02-02,February,2024,Friday,Viernes,Exportación
2024-02-02 05:00:00,-212.93,05:00,2024-02-02,February,2024,Friday,Viernes,Exportación
2024-02-02 06:00:00,-144.49,06:00,2024-02-02,February,2024,Friday,Viernes,Exportación
2024-02-02 07:00:00,-163.43,07:00,2024-02-02,February,2024,Friday,Viernes,Exportación
2024-02-02 08:00:00,-202.22,08:00,2024-02-02,February,2024,Friday,Viernes,Exportación
2024-02-02 09:00:00,-171.13,09:00,2024-02-02,February,2024,Friday,Viernes,Exportación
2024-02-02 10:00:00,-177.53,10:00,2024-02-02,February,2024,Friday,Viernes,Exportación
2024-02-02 11:00:00,-158.04,11:00,2024-02-02,February,2024,Friday,Viernes,Exportación
2024-02-02 12:00:00,-211.58,12:00,2024-02-02,February,2024,Friday,Viernes,Exportación
2024-02-02 13:00:00,-174.4,13:00,2024-02-02,February,2024,Friday,Viernes,Exportación
2024-02-02 14:00:00,-160.4,14:00,2024-02-02,February,2024,Friday,Viernes,Exportación
2024-02-02 15:00:00,-167.49,15:00,2024-02-02,February,2024,Friday,Viernes,Exportación
2024-02-02 16:00:00,-164.53,16:00,2024-02-02,February,2024,Friday,Viernes,Exportación
2024-02-02 17:00:00,-156.94,17:00,2024-02-02,February,2024,Friday,Viernes,Exportación
2024-02-02 18:00:00,-138.41,18:00,2024-02-02,February,2024,Friday,Viernes,Exportación
2024-02-02 19:00:00,-123.59,19:00,2024-02-02,February,2024,Friday,Viernes,Exportación
2024-02-02 20:00:00,-131.01,20:00,2024-02-02,February,2024,Friday,Viernes,Exportación
2024-02-02 21:00:00,-121.43,21:00,2024-02-02,February,2024,Friday,Viernes,Exportación
2024-02-02 22:00:00,-226.05,22:00,2024-02-02,February,2024,Friday,Viernes,Exportación
2024-02-02 23:00:00,-217.33,23:00,2024-02-02,February,2024,Friday,Viernes,Exportación
2024-02-03 00:00:00,-227.36,00:00,2024-02-03,February,2024,Saturday,Sábado,Exportación
2024-02-03 01:00:00,-277.8,01:00,2024-02-03,February,2024,Saturday,Sábado,Exportación
2024-02-03 02:00:00,-269.05,02:00,2024-02-03,February,2024,Saturday,Sábado,Exportación
2024-02-03 03:00:00,-252.38,03:00,2024-02-03,February,2024,Saturday,Sábado,Exportación
2024-02-03 04:00:00,-207.08,04:00,2024-02-03,February,2024,Saturday,Sábado,Exportación
2024-02-03 05:00:00,-196.05,05:00,2024-02-03,February,2024,Saturday,Sábado,Exportación
2024-02-03 06:00:00,-197.89,06:00,2024-02-03,February,2024,Saturday,Sábado,Exportación
2024-02-03 07:00:00,-136.26,07:00,2024-02-03,February,2024,Saturday,Sábado,Exportación
2024-02-03 08:00:00,-230.41,08:00,2024-02-03,February,2024,Saturday,Sábado,Exportación
2024-02-03 09:00:00,-140.36,09:00,2024-02-03,February,2024,Saturday,Sábado,Exportación
2024-02-03 10:00:00,-95.56,10:00,2024-02-03,February,2024,Saturday,Sábado,Exportación
2024-02-03 11:00:00,-131.63,11:00,2024-02-03,February,2024,Saturday,Sábado,Exportación
2024-02-03 12:00:00,-184.99,12:00,2024-02-03,February,2024,Saturday,Sábado,Exportación
2024-02-03 13:00:00,-158.93,13:00,2024-02-03,February,2024,Saturday,Sábado,Exportación
2024-02-03 14:00:00,-170.67,14:00,2024-02-03,February,2024,Saturday,Sábado,Exportación
2024-02-03 15:00:00,-224.77,15:00,2024-02-03,February,2024,Saturday,Sábado,Exportación
2024-02-03 16:00:00,-151.33,16:00,2024-02-03,February,2024,Saturday,Sábado,Exportación
2024-02-03 19:00:00,-149.69,19:00,2024-02-03,February,2024,Saturday,Sábado,Exportación
2024-02-03 20:00:00,-152.68,20:00,2024-02-03,February,2024,Saturday,Sábado,Exportación
2024-02-03 21:00:00,-129.64,21:00,2024-02-03,February,2024,Saturday,Sábado,Exportación
2024-02-03 22:00:00,-224.36,22:00,2024-02-03,February,2024,Saturday,Sábado,Exportación
2024-02-03 23:00:00,-252.63,23:00,2024-02-03,February,2024,Saturday,Sábado,Exportación
2024-02-04 00:00:00,-219.14,00:00,2024-02-04,February,2024,Sunday,Domingo,Exportación
2024-02-04 01:00:00,-251.19,01:00,2024-02-04,February,2024,Sunday,Domingo,Exportación
2024-02-04 02:00:00,-227.81,02:00,2024-02-04,February,2024,Sunday,Domingo,Exportación
2024-02-04 03:00:00,-211.08,03:00,2024-02-04,February,2024,Sunday,Domingo,Exportación
2024-02-04 04:00:00,-192.17,04:00,2024-02-04,February,2024,Sunday,Domingo,Exportación
2024-02-04 05:00:00,-180.23,05:00,2024-02-04,February,2024,Sunday,Domingo,Exportación
2024-02-04 06:00:00,-160.91,06:00,2024-02-04,February,2024,Sunday,Domingo,Exportación
2024-02-04 07:00:00,-121.78,07:00,2024-02-04,February,2024,Sunday,Domingo,Exportación
2024-02-04 08:00:00,-102.59,08:00,2024-02-04,February,2024,Sunday,Domingo,Exportación
2024-02-04 09:00:00,-132.66,09:00,2024-02-04,February,2024,Sunday,Domingo,Exportación
2024-02-04 10:00:00,-159.72,10:00,2024-02-04,February,2024,Sunday,Domingo,Exportación
2024-02-04 11:00:00,-178.64,11:00,2024-02-04,February,2024,Sunday,Domingo,Exportación
2024-02-04 12:00:00,-164.26,12:00,2024-02-04,February,2024,Sunday,Domingo,Exportación
2024-02-04 13:00:00,-98.57,13:00,2024-02-04,February,2024,Sunday,Domingo,Exportación
2024-02-04 14:00:00,-157.12,14:00,2024-02-04,February,2024,Sunday,Domingo,Exportación
2024-02-04 15:00:00,-166.02,15:00,2024-02-04,February,2024,Sunday,Domingo,Exportación
2024-02-04 16:00:00,-167.48,16:00,2024-02-04,February,2024,Sunday,Domingo,Exportación
2024-02-04 17:00:00,-194.17,17:00,2024-02-04,February,2024,Sunday,Domingo,Exportación
2024-02-04 18:00:00,-146.63,18:00,2024-02-04,February,2024,Sunday,Domingo,Exportación
2024-02-04 19:00:00,-143.15,19:00,2024-02-04,February,2024,Sunday,Domingo,Exportación
2024-02-04 20:00:00,-146.2,20:00,2024-02-04,February,2024,Sunday,Domingo,Exportación
2024-02-04 21:00:00,-195.63,21:00,2024-02-04,February,2024,Sunday,Domingo,Exportación
2024-02-04 22:00:00,-235.9,22:00,2024-02-04,February,2024,Sunday,Domingo,Exportación
2024-02-04 23:00:00,-226.41,23:00,2024-02-04,February,2024,Sunday,Domingo,Exportación
2024-02-05 00:00:00,-219.03,00:00,2024-02-05,February,2024,Monday,Lunes,Exportación
2024-02-05 01:00:00,-217.02,01:00,2024-02-05,February,2024,Monday,Lunes,Exportación
2024-02-05 02:00:00,-223.94,02:00,2024-02-05,February,2024,Monday,Lunes,Exportación
2024-02-05 03:00:00,-228.24,03:00,2024-02-05,February,2024,Monday,Lunes,Exportación
2024-02-05 04:00:00,-235.5,04:00,2024-02-05,February,2024,Monday,Lunes,Exportación
2024-02-05 05:00:00,-180.57,05:00,2024-02-05,February,2024,Monday,Lunes,Exportación
2024-02-05 06:00:00,-170.8,06:00,2024-02-05,February,2024,Monday,Lunes,Exportación
2024-02-05 07:00:00,-162.93,07:00,2024-02-05,February,2024,Monday,Lunes,Exportación
2024-02-05 08:00:00,-132.91,08:00,2024-02-05,February,2024,Monday,Lunes,Exportación
2024-02-05 09:00:00,-128.88,09:00,2024-02-05,February,2024,Monday,Lunes,Exportación
2024-02-05 10:00:00,-130.16,10:00,2024-02-05,February,2024,Monday,Lunes,Exportación
2024-02-05 11:00:00,-130.44,11:00,2024-02-05,February,2024,Monday,Lunes,Exportación
2024-02-05 12:00:00,-160.63,12:00,2024-02-05,February,2024,Monday,Lunes,Exportación
2024-02-05 13:00:00,-147.56,13:00,2024-02-05,February,2024,Monday,Lunes,Exportación
2024-02-05 14:00:00,-139.14,14:00,2024-02-05,February,2024,Monday,Lunes,Exportación
2024-02-05 15:00:00,-121.62,15:00,2024-02-05,February,2024,Monday,Lunes,Exportación
2024-02-05 16:00:00,-132.37,16:00,2024-02-05,February,2024,Monday,Lunes,Exportación
2024-02-05 17:00:00,-131.95,17:00,2024-02-05,February,2024,Monday,Lunes,Exportación
2024-02-05 18:00:00,-152.47,18:00,2024-02-05,February,2024,Monday,Lunes,Exportación
2024-02-05 19:00:00,-123.03,19:00,2024-02-05,February,2024,Monday,Lunes,Exportación
2024-02-05 20:00:00,-144.22,20:00,2024-02-05,February,2024,Monday,Lunes,Exportación
2024-02-05 21:00:00,-150.13,21:00,2024-02-05,February,2024,Monday,Lunes,Exportación
2024-02-05 22:00:00,-223.14,22:00,2024-02-05,February,2024,Monday,Lunes,Exportación
2024-02-05 23:00:00,-247.51,23:00,2024-02-05,February,2024,Monday,Lunes,Exportación
2024-02-06 00:00:00,-194.73,00:00,2024-02-06,February,2024,Tuesday,Martes,Exportación
2024-02-06 01:00:00,-206.85,01:00,2024-02-06,February,2024,Tuesday,Martes,Exportación
2024-02-06 02:00:00,-205.01,02:00,2024-02-06,February,2024,Tuesday,Martes,Exportación
2024-02-06 03:00:00,-235.57,03:00,2024-02-06,February,2024,Tuesday,Martes,Exportación
2024-02-06 04:00:00,-197.46,04:00,2024-02-06,February,2024,Tuesday,Martes,Exportación
2024-02-06 05:00:00,-174.52,05:00,2024-02-06,February,2024,Tuesday,Martes,Exportación
2024-02-06 06:00:00,-129.72,06:00,2024-02-06,February,2024,Tuesday,Martes,Exportación
2024-02-06 07:00:00,-117.08,07:00,2024-02-06,February,2024,Tuesday,Martes,Exportación
2024-02-06 08:00:00,-140.82,08:00,2024-02-06,February,2024,Tuesday,Martes,Exportación
2024-02-06 09:00:00,-133.06,09:00,2024-02-06,February,2024,Tuesday,Martes,Exportación
2024-02-06 10:00:00,-139.88,10:00,2024-02-06,February,2024,Tuesday,Martes,Exportación
2024-02-06 11:00:00,-124.55,11:00,2024-02-06,February,2024,Tuesday,Martes,Exportación
2024-02-06 12:00:00,-150.28,12:00,2024-02-06,February,2024,Tuesday,Martes,Exportación
2024-02-06 13:00:00,-205.85,13:00,2024-02-06,February,2024,Tuesday,Martes,Exportación
2024-02-06 14:00:00,-159.28,14:00,2024-02-06,February,2024,Tuesday,Martes,Exportación
2024-02-06 15:00:00,-164.18,15:00,2024-02-06,February,2024,Tuesday,Martes,Exportación
2024-02-06 16:00:00,-115.5,16:00,2024-02-06,February,2024,Tuesday,Martes,Exportación
2024-02-06 17:00:00,-137.45,17:00,2024-02-06,February,2024,Tuesday,Martes,Exportación
2024-02-06 18:00:00,-151.65,18:00,2024-02-06,February,2024,Tuesday,Martes,Exportación
2024-02-06 19:00:00,-162.39,19:00,2024-02-06,February,2024,Tuesday,Martes,Exportación
2024-02-06 20:00:00,-128.57,20:00,2024-02-06,February,2024,Tuesday,Martes,Exportación
2024-02-06 21:00:00,-188.24,21:00,2024-02-06,February,2024,Tuesday,Martes,Exportación
2024-02-06 22:00:00,-218.94,22:00,2024-02-06,February,2024,Tuesday,Martes,Exportación
2024-02-06 23:00:00,-208.39,23:00,2024-02-06,February,2024,Tuesday,Martes,Exportación
2024-02-07 00:00:00,-199.67,00:00,2024-02-07,February,2024,Wednesday,Miércoles,Exportación
2024-02-07 01:00:00,-182.75,01:00,2024-02-07,February,2024,Wednesday,Miércoles,Exportación
2024-02-07 02:00:00,-151.54,02:00,2024-02-07,February,2024,Wednesday,Miércoles,Exportación
2024-02-07 03:00:00,-196.8,03:00,2024-02-07,February,2024,Wednesday,Miércoles,Exportación
2024-02-07 04:00:00,-192.73,04:00,2024-02-07,February,2024,Wednesday,Miércoles,Exportación
2024-02-07 05:00:00,-143.77,05:00,2024-02-07,February,2024,Wednesday,Miércoles,Exportación
2024-02-07 06:00:00,-139.55,06:00,2024-02-07,February,2024,Wednesday,Miércoles,Exportación
2024-02-07 07:00:00,-154.39,07:00,2024-02-07,February,2024,Wednesday,Miércoles,Exportación
2024-02-07 08:00:00,-172.68,08:00,2024-02-07,February,2024,Wednesday,Miércoles,Exportación
2024-02-07 09:00:00,-131.5,09:00,2024-02-07,February,2024,Wednesday,Miércoles,Exportación
2024-02-07 10:00:00,-183.21,10:00,2024-02-07,February,2024,Wednesday,Miércoles,Exportación
2024-02-07 11:00:00,-149.25,11:00,2024-02-07,February,2024,Wednesday,Miércoles,Exportación
2024-02-07 12:00:00,-146.89,12:00,2024-02-07,February,2024,Wednesday,Miércoles,Exportación
2024-02-07 13:00:00,-147.03,13:00,2024-02-07,February,2024,Wednesday,Miércoles,Exportación
2024-02-07 14:00:00,-183.23,14:00,2024-02-07,February,2024,Wednesday,Miércoles,Exportación
2024-02-07 15:00:00,-160.07,15:00,2024-02-07,February,2024,Wednesday,Miércoles,Exportación
2024-02-07 16:00:00,-185.94,16:00,2024-02-07,February,2024,Wednesday,Miércoles,Exportación
2024-02-07 17:00:00,-158.95,17:00,2024-02-07,February,2024,Wednesday,Miércoles,Exportación
2024-02-07 18:00:00,-126.53,18:00,2024-02-07,February,2024,Wednesday,Miércoles,Exportación
2024-02-07 19:00:00,-129.1,19:00,2024-02-07,February,2024,Wednesday,Miércoles,Exportación
2024-02-07 20:00:00,-122.36,20:00,2024-02-07,February,2024,Wednesday,Miércoles,Exportación
2024-02-07 21:00:00,-133.8,21:00,2024-02-07,February,2024,Wednesday,Miércoles,Exportación
2024-02-07 22:00:00,-193.29,22:00,2024-02-07,February,2024,Wednesday,Miércoles,Exportación
2024-02-07 23:00:00,-177.01,23:00,2024-02-07,February,2024,Wednesday,Miércoles,Exportación
2024-02-08 00:00:00,-223.16,00:00,2024-02-08,February,2024,Thursday,Jueves,Exportación
2024-02-08 01:00:00,-213.16,01:00,2024-02-08,February,2024,Thursday,Jueves,Exportación
2024-02-08 02:00:00,-176.87,02:00,2024-02-08,February,2024,Thursday,Jueves,Exportación
2024-02-08 03:00:00,-221.76,03:00,2024-02-08,February,2024,Thursday,Jueves,Exportación
2024-02-08 04:00:00,-158.51,04:00,2024-02-08,February,2024,Thursday,Jueves,Exportación
2024-02-08 05:00:00,-167.29,05:00,2024-02-08,February,2024,Thursday,Jueves,Exportación
2024-02-08 06:00:00,-159.04,06:00,2024-02-08,February,2024,Thursday,Jueves,Exportación
2024-02-08 07:00:00,-137.88,07:00,2024-02-08,February,2024,Thursday,Jueves,Exportación
2024-02-08 08:00:00,-91.47,08:00,2024-02-08,February,2024,Thursday,Jueves,Exportación
2024-02-08 09:00:00,-146.22,09:00,2024-02-08,February,2024,Thursday,Jueves,Exportación
2024-02-08 10:00:00,-188.29,10:00,2024-02-08,February,2024,Thursday,Jueves,Exportación
2024-02-08 11:00:00,-137.98,11:00,2024-02-08,February,2024,Thursday,Jueves,Exportación
2024-02-08 12:00:00,-194.3,12:00,2024-02-08,February,2024,Thursday,Jueves,Exportación
2024-02-08 13:00:00,-189.34,13:00,2024-02-08,February,2024,Thursday,Jueves,Exportación
2024-02-08 14:00:00,-134.74,14:00,2024-02-08,February,2024,Thursday,Jueves,Exportación
2024-02-08 15:00:00,-146.85,15:00,2024-02-08,February,2024,Thursday,Jueves,Exportación
2024-02-08 16:00:00,-138.08,16:00,2024-02-08,February,2024,Thursday,Jueves,Exportación
2024-02-08 17:00:00,-149.79,17:00,2024-02-08,February,2024,Thursday,Jueves,Exportación
2024-02-08 18:00:00,-136.98,18:00,2024-02-08,February,2024,Thursday,Jueves,Exportación
2024-02-08 19:00:00,-124.35,19:00,2024-02-08,February,2024,Thursday,Jueves,Exportación
2024-02-08 20:00:00,-142.65,20:00,2024-02-08,February,2024,Thursday,Jueves,Exportación
2024-02-08 21:00:00,-125.92,21:00,2024-02-08,February,2024,Thursday,Jueves,Exportación
2024-02-08 22:00:00,-235.39,22:00,2024-02-08,February,2024,Thursday,Jueves,Exportación
2024-02-08 23:00:00,-209.03,23:00,2024-02-08,February,2024,Thursday,Jueves,Exportación
2024-02-09 00:00:00,-184.21,00:00,2024-02-09,February,2024,Friday,Viernes,Exportación
2024-02-09 01:00:00,-195.41,01:00,2024-02-09,February,2024,Friday,Viernes,Exportación
2024-02-09 02:00:00,-237.33,02:00,2024-02-09,February,2024,Friday,Viernes,Exportación
2024-02-09 03:00:00,-189.4,03:00,2024-02-09,February,2024,Friday,Viernes,Exportación
2024-02-09 04:00:00,-191.15,04:00,2024-02-09,February,2024,Friday,Viernes,Exportación
2024-02-09 05:00:00,-177.07,05:00,2024-02-09,February,2024,Friday,Viernes,Exportación
2024-02-09 06:00:00,-145.78,06:00,2024-02-09,February,2024,Friday,Viernes,Exportación
2024-02-09 07:00:00,-179.5,07:00,2024-02-09,February,2024,Friday,Viernes,Exportación
2024-02-09 08:00:00,-155.37,08:00,2024-02-09,February,2024,Friday,Viernes,Exportación
2024-02-09 09:00:00,-156.03,09:00,2024-02-09,February,2024,Friday,Viernes,Exportación
2024-02-09 10:00:00,-147.16,10:00,2024-02-09,February,2024,Friday,Viernes,Exportación
2024-02-09 11:00:00,-168.51,11:00,2024-02-09,February,2024,Friday,Viernes,Exportación
2024-02-09 12:00:00,-166.98,12:00,2024-02-09,February,2024,Friday,Viernes,Exportación
2024-02-09 13:00:00,-131.71,13:00,2024-02-09,February,2024,Friday,Viernes,Exportación
2024-02-09 14:00:00,-152.92,14:00,2024-02-09,February,2024,Friday,Viernes,Exportación
2024-02-09 15:00:00,-153.76,15:00,2024-02-09,February,2024,Friday,Viernes,Exportación
2024-02-09 16:00:00,-175.34,16:00,2024-02-09,February,2024,Friday,Viernes,Exportación
2024-02-09 17:00:00,-91.6,17:00,2024-02-09,February,2024,Friday,Viernes,Exportación
2024-02-09 18:00:00,-117.37,18:00,2024-02-09,February,2024,Friday,Viernes,Exportación
2024-02-09 19:00:00,-136.1,19:00,2024-02-09,February,2024,Friday,Viernes,Exportación
