Index,MWh,Hora,Month,Year,Day
2009-01-01 00:00:00,525.09,00:00,January,2009,Thursday
2009-01-01 01:00:00,798.07,01:00,January,2009,Thursday
2009-01-01 02:00:00,640.07,02:00,January,2009,Thursday
2009-01-01 03:00:00,570.21,03:00,January,2009,Thursday
2009-01-01 04:00:00,531.79,04:00,January,2009,Thursday
2009-01-01 05:00:00,529.64,05:00,January,2009,Thursday
2009-01-01 06:00:00,533.47,06:00,January,2009,Thursday
2009-01-01 07:00:00,469.59,07:00,January,2009,Thursday
2009-01-01 08:00:00,501.62,08:00,January,2009,Thursday
2009-01-01 09:00:00,552.93,09:00,January,2009,Thursday
2009-01-01 10:00:00,597.76,10:00,January,2009,Thursday
2009-01-01 11:00:00,636.92,11:00,January,2009,Thursday
2009-01-01 12:00:00,651.49,12:00,January,2009,Thursday
2009-01-01 13:00:00,648.64,13:00,January,2009,Thursday
2009-01-01 14:00:00,630.5,14:00,January,2009,Thursday
2009-01-01 15:00:00,605.19,15:00,January,2009,Thursday
2009-01-01 16:00:00,608.19,16:00,January,2009,Thursday
2009-01-01 17:00:00,621.95,17:00,January,2009,Thursday
2009-01-01 18:00:00,820.61,18:00,January,2009,Thursday
2009-01-01 19:00:00,1049.48,19:00,January,2009,Thursday
2009-01-01 20:00:00,1008.42,20:00,January,2009,Thursday
2009-01-01 21:00:00,896.13,21:00,January,2009,Thursday
2009-01-01 22:00:00,734.29,22:00,January,2009,Thursday
2009-01-01 23:00:00,603.11,23:00,January,2009,Thursday
2009-01-02 00:00:00,614.82,00:00,January,2009,Friday
2009-01-02 01:00:00,499.69,01:00,January,2009,Friday
2009-01-02 02:00:00,492.29,02:00,January,2009,Friday
2009-01-02 03:00:00,483.71,03:00,January,2009,Friday
2009-01-02 04:00:00,490.42,04:00,January,2009,Friday
2009-01-02 05:00:00,533.52,05:00,January,2009,Friday
2009-01-02 06:00:00,606.73,06:00,January,2009,Friday
2009-01-02 07:00:00,597.3,07:00,January,2009,Friday
2009-01-02 08:00:00,682.78,08:00,January,2009,Friday
2009-01-02 09:00:00,752.59,09:00,January,2009,Friday
2009-01-02 10:00:00,805.83,10:00,January,2009,Friday
2009-01-02 11:00:00,823.17,11:00,January,2009,Friday
2009-01-02 12:00:00,839.4,12:00,January,2009,Friday
2009-01-02 13:00:00,825.88,13:00,January,2009,Friday
2009-01-02 14:00:00,828.04,14:00,January,2009,Friday
2009-01-02 15:00:00,821.99,15:00,January,2009,Friday
2009-01-02 16:00:00,813.12,16:00,January,2009,Friday
2009-01-02 17:00:00,800.76,17:00,January,2009,Friday
2009-01-02 18:00:00,979.74,18:00,January,2009,Friday
2009-01-02 19:00:00,1205.19,19:00,January,2009,Friday
2009-01-02 20:00:00,1165.67,20:00,January,2009,Friday
2009-01-02 21:00:00,1036.08,21:00,January,2009,Friday
2009-01-02 22:00:00,854.22,22:00,January,2009,Friday
2009-01-02 23:00:00,703.1,23:00,January,2009,Friday
2009-01-03 00:00:00,618.76,00:00,January,2009,Saturday
2009-01-03 01:00:00,572.97,01:00,January,2009,Saturday
2009-01-03 02:00:00,557.59,02:00,January,2009,Saturday
2009-01-03 03:00:00,542.98,03:00,January,2009,Saturday
2009-01-03 04:00:00,545.36,04:00,January,2009,Saturday
2009-01-03 05:00:00,586.97,05:00,January,2009,Saturday
2009-01-03 06:00:00,638.99,06:00,January,2009,Saturday
2009-01-03 07:00:00,626.14,07:00,January,2009,Saturday
2009-01-03 08:00:00,703.19,08:00,January,2009,Saturday
2009-01-03 09:00:00,775.84,09:00,January,2009,Saturday
2009-01-03 10:00:00,813.38,10:00,January,2009,Saturday
2009-01-03 11:00:00,828.54,11:00,January,2009,Saturday
2009-01-03 12:00:00,844.29,12:00,January,2009,Saturday
2009-01-03 13:00:00,812.64,13:00,January,2009,Saturday
2009-01-03 14:00:00,779.46,14:00,January,2009,Saturday
2009-01-03 15:00:00,766.92,15:00,January,2009,Saturday
2009-01-03 16:00:00,761.35,16:00,January,2009,Saturday
2009-01-03 17:00:00,753.28,17:00,January,2009,Saturday
2009-01-03 18:00:00,967.46,18:00,January,2009,Saturday
2009-01-03 19:00:00,1195.28,19:00,January,2009,Saturday
2009-01-03 20:00:00,1141.08,20:00,January,2009,Saturday
2009-01-03 21:00:00,1039.13,21:00,January,2009,Saturday
2009-01-03 22:00:00,866.75,22:00,January,2009,Saturday
2009-01-03 23:00:00,711.25,23:00,January,2009,Saturday
2009-01-04 00:00:00,552.1,00:00,January,2009,Sunday
2009-01-04 01:00:00,567.21,01:00,January,2009,Sunday
2009-01-04 02:00:00,556.39,02:00,January,2009,Sunday
2009-01-04 03:00:00,538.64,03:00,January,2009,Sunday
2009-01-04 04:00:00,540.67,04:00,January,2009,Sunday
2009-01-04 05:00:00,564.07,05:00,January,2009,Sunday
2009-01-04 06:00:00,595.12,06:00,January,2009,Sunday
2009-01-04 07:00:00,574.19,07:00,January,2009,Sunday
2009-01-04 08:00:00,620.84,08:00,January,2009,Sunday
2009-01-04 09:00:00,682.23,09:00,January,2009,Sunday
2009-01-04 10:00:00,713.21,10:00,January,2009,Sunday
2009-01-04 11:00:00,743.13,11:00,January,2009,Sunday
2009-01-04 12:00:00,755.85,12:00,January,2009,Sunday
2009-01-04 13:00:00,741.78,13:00,January,2009,Sunday
2009-01-04 14:00:00,731.32,14:00,January,2009,Sunday
2009-01-04 15:00:00,719.64,15:00,January,2009,Sunday
2009-01-04 16:00:00,696.18,16:00,January,2009,Sunday
2009-01-04 17:00:00,699.95,17:00,January,2009,Sunday
2009-01-04 18:00:00,879.52,18:00,January,2009,Sunday
2009-01-04 19:00:00,1120.99,19:00,January,2009,Sunday
2009-01-04 20:00:00,1101.06,20:00,January,2009,Sunday
2009-01-04 21:00:00,993.89,21:00,January,2009,Sunday
2009-01-04 22:00:00,793.8,22:00,January,2009,Sunday
2009-01-04 23:00:00,638.15,23:00,January,2009,Sunday
2009-01-05 00:00:00,664.12,00:00,January,2009,Monday
2009-01-05 01:00:00,531.58,01:00,January,2009,Monday
2009-01-05 02:00:00,517.78,02:00,January,2009,Monday
2009-01-05 03:00:00,517.2,03:00,January,2009,Monday
2009-01-05 04:00:00,524.43,04:00,January,2009,Monday
2009-01-05 05:00:00,577.99,05:00,January,2009,Monday
2009-01-05 06:00:00,708.58,06:00,January,2009,Monday
2009-01-05 07:00:00,744.78,07:00,January,2009,Monday
2009-01-05 08:00:00,817.67,08:00,January,2009,Monday
2009-01-05 09:00:00,883.13,09:00,January,2009,Monday
2009-01-05 10:00:00,948.31,10:00,January,2009,Monday
2009-01-05 11:00:00,955.39,11:00,January,2009,Monday
2009-01-05 12:00:00,958.88,12:00,January,2009,Monday
2009-01-05 13:00:00,948.31,13:00,January,2009,Monday
2009-01-05 14:00:00,937.91,14:00,January,2009,Monday
2009-01-05 15:00:00,966.19,15:00,January,2009,Monday
2009-01-05 16:00:00,945.07,16:00,January,2009,Monday
2009-01-05 17:00:00,924.07,17:00,January,2009,Monday
2009-01-05 18:00:00,1072.72,18:00,January,2009,Monday
2009-01-05 19:00:00,1303.04,19:00,January,2009,Monday
2009-01-05 20:00:00,1235.68,20:00,January,2009,Monday
2009-01-05 21:00:00,1120.28,21:00,January,2009,Monday
2009-01-05 22:00:00,902.81,22:00,January,2009,Monday
2009-01-05 23:00:00,750.97,23:00,January,2009,Monday
2009-01-06 00:00:00,676.13,00:00,January,2009,Tuesday
2009-01-06 01:00:00,608.86,01:00,January,2009,Tuesday
2009-01-06 02:00:00,588.61,02:00,January,2009,Tuesday
2009-01-06 03:00:00,588.92,03:00,January,2009,Tuesday
2009-01-06 04:00:00,594.61,04:00,January,2009,Tuesday
2009-01-06 05:00:00,657.06,05:00,January,2009,Tuesday
2009-01-06 06:00:00,775.91,06:00,January,2009,Tuesday
2009-01-06 07:00:00,800.66,07:00,January,2009,Tuesday
2009-01-06 08:00:00,863.99,08:00,January,2009,Tuesday
2009-01-06 09:00:00,918.71,09:00,January,2009,Tuesday
2009-01-06 10:00:00,967.64,10:00,January,2009,Tuesday
2009-01-06 11:00:00,985.24,11:00,January,2009,Tuesday
2009-01-06 12:00:00,991.13,12:00,January,2009,Tuesday
2009-01-06 13:00:00,964.51,13:00,January,2009,Tuesday
2009-01-06 14:00:00,948.94,14:00,January,2009,Tuesday
2009-01-06 15:00:00,957.1,15:00,January,2009,Tuesday
2009-01-06 16:00:00,944.39,16:00,January,2009,Tuesday
2009-01-06 17:00:00,939.26,17:00,January,2009,Tuesday
2009-01-06 18:00:00,1094.72,18:00,January,2009,Tuesday
2009-01-06 19:00:00,1302.08,19:00,January,2009,Tuesday
2009-01-06 20:00:00,1260.25,20:00,January,2009,Tuesday
2009-01-06 21:00:00,1110.77,21:00,January,2009,Tuesday
2009-01-06 22:00:00,918.97,22:00,January,2009,Tuesday
2009-01-06 23:00:00,753.75,23:00,January,2009,Tuesday
2009-01-07 00:00:00,682.47,00:00,January,2009,Wednesday
2009-01-07 01:00:00,623.68,01:00,January,2009,Wednesday
2009-01-07 02:00:00,618.17,02:00,January,2009,Wednesday
2009-01-07 03:00:00,604.25,03:00,January,2009,Wednesday
2009-01-07 04:00:00,614.85,04:00,January,2009,Wednesday
2009-01-07 05:00:00,667.89,05:00,January,2009,Wednesday
2009-01-07 06:00:00,793.07,06:00,January,2009,Wednesday
2009-01-07 07:00:00,812.62,07:00,January,2009,Wednesday
2009-01-07 08:00:00,882.47,08:00,January,2009,Wednesday
2009-01-07 09:00:00,920.89,09:00,January,2009,Wednesday
2009-01-07 10:00:00,941.86,10:00,January,2009,Wednesday
2009-01-07 11:00:00,1000.04,11:00,January,2009,Wednesday
2009-01-07 12:00:00,987.62,12:00,January,2009,Wednesday
2009-01-07 13:00:00,981.95,13:00,January,2009,Wednesday
